Date,Open,High,Low,Close,Adj Close,Volume,company_name
2023-09-26,98500.0,99000.0,96900.0,98000.0,98000.0,4195830,VIETJET
2023-09-27,98000.0,99700.0,97800.0,99700.0,99700.0,3333900,VIETJET
2023-09-28,99000.0,99500.0,95900.0,99300.0,99300.0,7322600,VIETJET
2023-09-29,99400.0,99700.0,98500.0,99300.0,99300.0,7086400,VIETJET
2023-10-02,99300.0,99400.0,97200.0,98500.0,98500.0,1381000,VIETJET
2023-10-03,98000.0,98300.0,96000.0,97900.0,97900.0,1128200,VIETJET
2023-10-04,97900.0,98000.0,96300.0,96800.0,96800.0,964500,VIETJET
2023-10-05,97500.0,97500.0,95500.0,95500.0,95500.0,981300,VIETJET
2023-10-06,95500.0,97000.0,94000.0,97000.0,97000.0,780000,VIETJET
2023-10-09,97000.0,97400.0,95600.0,97100.0,97100.0,754000,VIETJET
2023-10-10,97300.0,97500.0,96000.0,97300.0,97300.0,904500,VIETJET
2023-10-11,97500.0,97600.0,96500.0,97600.0,97600.0,791700,VIETJET
2023-10-12,97700.0,98000.0,96900.0,97700.0,97700.0,853700,VIETJET
2023-10-13,97500.0,104500.0,96600.0,103800.0,103800.0,1913700,VIETJET
2023-10-16,103900.0,103900.0,101200.0,102500.0,102500.0,921200,VIETJET
2023-10-17,102000.0,103000.0,101800.0,102900.0,102900.0,1437400,VIETJET
2023-10-18,103000.0,105000.0,102200.0,104900.0,104900.0,2323400,VIETJET
2023-10-19,104900.0,105500.0,104000.0,105100.0,105100.0,1489700,VIETJET
2023-10-20,105100.0,105300.0,103600.0,105200.0,105200.0,1340000,VIETJET
2023-10-23,105200.0,105300.0,99900.0,103500.0,103500.0,1069900,VIETJET
2023-10-24,103500.0,103800.0,101900.0,103600.0,103600.0,890700,VIETJET
2023-10-25,103600.0,104000.0,100600.0,102800.0,102800.0,851600,VIETJET
2023-10-26,102300.0,102300.0,99000.0,99800.0,99800.0,1283900,VIETJET
2023-10-27,99800.0,99800.0,97200.0,99800.0,99800.0,800300,VIETJET
2023-10-30,99700.0,99700.0,97000.0,98000.0,98000.0,1004100,VIETJET
2023-10-31,99000.0,100000.0,97400.0,99000.0,99000.0,1745200,VIETJET
2023-11-01,99200.0,105000.0,99000.0,104400.0,104400.0,905400,VIETJET
2023-11-02,104900.0,104900.0,101400.0,104900.0,104900.0,1099300,VIETJET
2023-11-03,104900.0,106500.0,104800.0,106500.0,106500.0,1021600,VIETJET
2023-11-06,106500.0,107900.0,105600.0,107300.0,107300.0,2517700,VIETJET
2023-11-07,107000.0,107300.0,105100.0,106000.0,106000.0,1046300,VIETJET
2023-11-08,106100.0,113400.0,104100.0,113000.0,113000.0,1399200,VIETJET
2023-11-09,113000.0,113000.0,108400.0,108400.0,108400.0,3413900,VIETJET
2023-11-10,107500.0,110000.0,105500.0,109000.0,109000.0,2742062,VIETJET
2023-11-13,109000.0,109000.0,106100.0,108000.0,108000.0,1531467,VIETJET
2023-11-14,108500.0,109100.0,106500.0,107800.0,107800.0,1628777,VIETJET
2023-11-15,108000.0,110600.0,107600.0,108700.0,108700.0,1031200,VIETJET
2023-11-16,107600.0,109000.0,107000.0,108500.0,108500.0,2902000,VIETJET
2023-11-17,108700.0,109500.0,104000.0,105500.0,105500.0,1703600,VIETJET
2023-11-20,105700.0,109000.0,103500.0,105700.0,105700.0,1043300,VIETJET
2023-11-21,106000.0,106600.0,104600.0,106600.0,106600.0,885500,VIETJET
2023-11-22,106900.0,108300.0,105000.0,108200.0,108200.0,781100,VIETJET
2023-11-23,108500.0,108900.0,105000.0,105000.0,105000.0,835400,VIETJET
2023-11-24,105900.0,107300.0,104100.0,106300.0,106300.0,874800,VIETJET
2023-11-27,106300.0,106900.0,101000.0,106000.0,106000.0,997700,VIETJET
2023-11-28,106400.0,107400.0,105400.0,106500.0,106500.0,747700,VIETJET
2023-11-29,106800.0,107600.0,105400.0,106800.0,106800.0,980200,VIETJET
2023-11-30,106000.0,106800.0,102000.0,102000.0,102000.0,1000400,VIETJET
2023-12-01,104500.0,105400.0,102000.0,105400.0,105400.0,691700,VIETJET
2023-12-04,105700.0,107600.0,104000.0,105800.0,105800.0,1761300,VIETJET
2023-12-05,105800.0,105900.0,103800.0,105100.0,105100.0,901900,VIETJET
2023-12-06,105700.0,106000.0,104400.0,105800.0,105800.0,774200,VIETJET
2023-12-07,103800.0,106000.0,102500.0,105700.0,105700.0,965000,VIETJET
2023-12-08,105700.0,105700.0,103800.0,104200.0,104200.0,816300,VIETJET
2023-12-11,104300.0,104500.0,101800.0,104200.0,104200.0,717800,VIETJET
2023-12-12,104400.0,104900.0,102100.0,104500.0,104500.0,757900,VIETJET
2023-12-13,104800.0,105000.0,103200.0,105000.0,105000.0,1211400,VIETJET
2023-12-15,105300.0,105500.0,103000.0,103000.0,103000.0,1180900,VIETJET
2023-12-18,104900.0,105000.0,102000.0,105000.0,105000.0,1026800,VIETJET
2023-12-19,105000.0,105000.0,103700.0,104300.0,104300.0,728300,VIETJET
2023-12-20,104300.0,105000.0,103100.0,104300.0,104300.0,1257400,VIETJET
2023-12-21,104000.0,106200.0,103900.0,105300.0,105300.0,2037300,VIETJET
2023-12-22,105500.0,106200.0,105100.0,106200.0,106200.0,2318900,VIETJET
2023-12-25,106700.0,107800.0,106500.0,107800.0,107800.0,776700,VIETJET
2023-12-26,108000.0,108200.0,107500.0,108000.0,108000.0,1524300,VIETJET
2023-12-27,108100.0,108100.0,107500.0,107900.0,107900.0,3551000,VIETJET
2023-12-28,107800.0,108000.0,106400.0,108000.0,108000.0,3173600,VIETJET
2023-12-29,108000.0,108000.0,107000.0,108000.0,108000.0,2110000,VIETJET
2024-01-02,108000.0,108300.0,106800.0,107000.0,107000.0,1079800,VIETJET
2024-01-03,107000.0,107700.0,105400.0,107700.0,107700.0,987300,VIETJET
2024-01-04,107900.0,108000.0,105400.0,107800.0,107800.0,1872600,VIETJET
2024-01-05,107900.0,108000.0,106200.0,107600.0,107600.0,633100,VIETJET
2024-01-08,107800.0,107800.0,106200.0,106600.0,106600.0,626300,VIETJET
2024-01-09,106400.0,106700.0,105200.0,106500.0,106500.0,648700,VIETJET
2024-01-10,106700.0,106700.0,104300.0,105700.0,105700.0,670200,VIETJET
2024-01-11,105900.0,106000.0,104700.0,105800.0,105800.0,616900,VIETJET
2024-01-12,105600.0,105800.0,103900.0,105300.0,105300.0,659300,VIETJET
2024-01-15,105300.0,105800.0,104200.0,105200.0,105200.0,613300,VIETJET
2024-01-16,104500.0,105400.0,104300.0,105400.0,105400.0,832400,VIETJET
2024-01-17,105400.0,105400.0,103900.0,104600.0,104600.0,735600,VIETJET
2024-01-19,104300.0,105200.0,104300.0,105000.0,105000.0,613000,VIETJET
2024-01-22,105000.0,105800.0,104900.0,105600.0,105600.0,630900,VIETJET
2024-01-23,105600.0,105800.0,103500.0,105000.0,105000.0,701500,VIETJET
2024-01-24,105000.0,105500.0,103800.0,104700.0,104700.0,1660000,VIETJET
2024-01-25,104800.0,105000.0,104500.0,104900.0,104900.0,615200,VIETJET
2024-01-26,104500.0,105800.0,104500.0,105700.0,105700.0,678600,VIETJET
2024-01-29,105900.0,106000.0,105300.0,105800.0,105800.0,1664300,VIETJET
2024-01-30,105900.0,106000.0,105500.0,105600.0,105600.0,622500,VIETJET
2024-01-31,105600.0,105800.0,103600.0,104600.0,104600.0,1334900,VIETJET
2024-02-01,104600.0,105500.0,104000.0,105500.0,105500.0,770800,VIETJET
2024-02-02,105700.0,105700.0,104400.0,104800.0,104800.0,622500,VIETJET
2024-02-05,104800.0,105400.0,103800.0,105300.0,105300.0,870500,VIETJET
2024-02-06,105500.0,105500.0,104500.0,104500.0,104500.0,2455500,VIETJET
2024-02-07,104700.0,105300.0,104300.0,105300.0,105300.0,615700,VIETJET
2024-02-15,105400.0,105500.0,104000.0,104500.0,104500.0,690700,VIETJET
2024-02-16,104500.0,105300.0,104400.0,105300.0,105300.0,685300,VIETJET
2024-02-19,105900.0,106000.0,104400.0,105200.0,105200.0,1330500,VIETJET
2024-02-20,105000.0,105200.0,104300.0,104300.0,104300.0,648500,VIETJET
2024-02-21,104300.0,104500.0,103200.0,103200.0,103200.0,657500,VIETJET
2024-02-22,103200.0,104700.0,103200.0,103600.0,103600.0,621400,VIETJET
2024-02-23,103800.0,104400.0,103400.0,103800.0,103800.0,670800,VIETJET
2024-02-26,103900.0,104900.0,103900.0,104500.0,104500.0,605600,VIETJET
2024-02-27,104800.0,104800.0,103500.0,103500.0,103500.0,647800,VIETJET
2024-02-28,103500.0,104700.0,103300.0,103400.0,103400.0,758600,VIETJET
2024-02-29,103600.0,104300.0,103100.0,103100.0,103100.0,728600,VIETJET
2024-03-01,103800.0,104300.0,103200.0,103300.0,103300.0,1250700,VIETJET
2024-03-04,103500.0,104200.0,103300.0,103600.0,103600.0,669100,VIETJET
2024-03-05,104000.0,104400.0,103500.0,104400.0,104400.0,552000,VIETJET
2024-03-06,104400.0,104500.0,103200.0,103900.0,103900.0,470500,VIETJET
2024-03-07,103900.0,104000.0,103300.0,103900.0,103900.0,590500,VIETJET
2024-03-08,104000.0,104200.0,103100.0,103700.0,103700.0,1596400,VIETJET
2024-03-11,103500.0,104100.0,103000.0,103000.0,103000.0,613300,VIETJET
2024-03-12,103500.0,103500.0,102000.0,102500.0,102500.0,658700,VIETJET
2024-03-13,102900.0,103600.0,102000.0,102200.0,102200.0,671300,VIETJET
2024-03-14,102900.0,102900.0,101000.0,102000.0,102000.0,695600,VIETJET
2024-03-15,101900.0,102900.0,100500.0,102700.0,102700.0,705600,VIETJET
2024-03-18,102700.0,103000.0,100500.0,101800.0,101800.0,618200,VIETJET
2024-03-19,101800.0,102000.0,100000.0,101000.0,101000.0,721900,VIETJET
2024-03-20,101500.0,102000.0,100100.0,101200.0,101200.0,710100,VIETJET
2024-03-21,101700.0,103100.0,101200.0,102600.0,102600.0,774700,VIETJET
2024-03-22,102600.0,103000.0,101500.0,102200.0,102200.0,619500,VIETJET
2024-03-25,102000.0,102200.0,100700.0,100700.0,100700.0,1230300,VIETJET
2024-03-26,100200.0,102600.0,100200.0,101900.0,101900.0,664400,VIETJET
2024-03-27,101700.0,103100.0,101000.0,103000.0,103000.0,741300,VIETJET
2024-03-28,103000.0,103200.0,101700.0,103200.0,103200.0,635100,VIETJET
2024-03-29,103400.0,103400.0,102400.0,103000.0,103000.0,782100,VIETJET
2024-04-01,103100.0,103100.0,102000.0,102700.0,102700.0,719100,VIETJET
2024-04-02,101900.0,103000.0,101400.0,103000.0,103000.0,815100,VIETJET
2024-04-03,102600.0,103200.0,100900.0,102200.0,102200.0,999400,VIETJET
2024-04-04,102300.0,103100.0,102000.0,102200.0,102200.0,810000,VIETJET
2024-04-05,102200.0,103000.0,101300.0,101900.0,101900.0,750100,VIETJET
2024-04-08,102400.0,102500.0,100500.0,101100.0,101100.0,799300,VIETJET
2024-04-09,101100.0,102400.0,101100.0,102200.0,102200.0,804100,VIETJET
2024-04-10,102500.0,102500.0,101000.0,102000.0,102000.0,902700,VIETJET
2024-04-11,101500.0,102000.0,100800.0,101000.0,101000.0,947400,VIETJET
2024-04-12,101300.0,107400.0,101000.0,107000.0,107000.0,1506000,VIETJET
2024-04-15,106600.0,106600.0,104800.0,105900.0,105900.0,1101900,VIETJET
2024-04-16,105800.0,107300.0,104000.0,106000.0,106000.0,1102900,VIETJET
2024-04-17,106100.0,106100.0,101900.0,103400.0,103400.0,1099000,VIETJET
2024-04-19,102000.0,103600.0,102000.0,103300.0,103300.0,947300,VIETJET
2024-04-22,103300.0,104200.0,102100.0,103300.0,103300.0,810700,VIETJET
2024-04-23,104000.0,104000.0,101000.0,102800.0,102800.0,1110500,VIETJET
2024-04-24,103200.0,103800.0,102600.0,103500.0,103500.0,897100,VIETJET
2024-04-25,103800.0,103800.0,101500.0,103500.0,103500.0,1612500,VIETJET
2024-04-26,103000.0,104000.0,101900.0,104000.0,104000.0,903600,VIETJET
2024-05-02,104000.0,104200.0,102200.0,103900.0,103900.0,827700,VIETJET
2024-05-03,104000.0,106600.0,103100.0,106000.0,106000.0,1092500,VIETJET
2024-05-06,106200.0,113400.0,106200.0,113400.0,113400.0,2987400,VIETJET
2024-05-07,114000.0,118700.0,114000.0,118600.0,118600.0,1640100,VIETJET
2024-05-08,117900.0,117900.0,115600.0,117400.0,117400.0,1226200,VIETJET
2024-05-09,117400.0,118900.0,116000.0,117900.0,117900.0,1130800,VIETJET
2024-05-10,117900.0,118000.0,115800.0,116900.0,116900.0,924500,VIETJET
2024-05-13,117000.0,119600.0,115500.0,118800.0,118800.0,1049800,VIETJET
2024-05-14,119000.0,119000.0,116600.0,117000.0,117000.0,1079300,VIETJET
2024-05-15,116600.0,118400.0,116600.0,117300.0,117300.0,1469000,VIETJET
2024-05-16,117500.0,117800.0,116000.0,117500.0,117500.0,1113600,VIETJET
2024-05-17,117800.0,119400.0,116700.0,117400.0,117400.0,995100,VIETJET
2024-05-20,117700.0,117800.0,114600.0,114600.0,114600.0,1005800,VIETJET
2024-05-21,114600.0,114700.0,111000.0,112500.0,112500.0,919800,VIETJET
2024-05-22,112800.0,114200.0,109100.0,109100.0,109100.0,1177200,VIETJET
2024-05-23,109300.0,111800.0,109000.0,111400.0,111400.0,1340300,VIETJET
2024-05-24,111000.0,111000.0,108000.0,108000.0,108000.0,776200,VIETJET
2024-05-27,108300.0,109400.0,107700.0,109000.0,109000.0,638400,VIETJET
2024-05-28,109900.0,109900.0,108500.0,109600.0,109600.0,716800,VIETJET
2024-05-29,109600.0,109700.0,107300.0,107900.0,107900.0,816000,VIETJET
2024-05-30,107000.0,108400.0,107000.0,107000.0,107000.0,661900,VIETJET
2024-05-31,107500.0,108800.0,107100.0,107100.0,107100.0,719200,VIETJET
2024-06-03,107800.0,109800.0,107300.0,108700.0,108700.0,970200,VIETJET
2024-06-04,109000.0,109000.0,107900.0,108400.0,108400.0,845100,VIETJET
2024-06-05,109000.0,109400.0,108000.0,108000.0,108000.0,785800,VIETJET
2024-06-06,108100.0,109800.0,107800.0,108600.0,108600.0,951900,VIETJET
2024-06-07,108900.0,109200.0,108000.0,109000.0,109000.0,992500,VIETJET
2024-06-10,109000.0,111300.0,108600.0,109000.0,109000.0,1074400,VIETJET
2024-06-11,109000.0,109000.0,105400.0,105800.0,105800.0,1757300,VIETJET
2024-06-12,105900.0,106300.0,104500.0,106300.0,106300.0,1089200,VIETJET
2024-06-13,106600.0,106600.0,105300.0,106000.0,106000.0,834400,VIETJET
2024-06-14,106000.0,106200.0,104000.0,104800.0,104800.0,1183400,VIETJET
2024-06-17,104900.0,105400.0,104000.0,104800.0,104800.0,660100,VIETJET
2024-06-18,104900.0,105000.0,104100.0,104600.0,104600.0,893500,VIETJET
2024-06-19,104800.0,104800.0,102000.0,103300.0,103300.0,1365500,VIETJET
2024-06-20,103100.0,103900.0,102300.0,103800.0,103800.0,1271800,VIETJET
2024-06-21,103900.0,104000.0,101900.0,102500.0,102500.0,1499100,VIETJET
2024-06-24,102400.0,103000.0,100900.0,101600.0,101600.0,915100,VIETJET
2024-06-25,101600.0,102000.0,100900.0,101600.0,101600.0,919500,VIETJET
2024-06-26,101900.0,102000.0,101100.0,101600.0,101600.0,1061800,VIETJET
2024-06-27,101600.0,102100.0,100700.0,102000.0,102000.0,852600,VIETJET
2024-06-28,102000.0,102100.0,100700.0,101500.0,101500.0,789300,VIETJET
2024-07-01,101100.0,101700.0,99700.0,100700.0,100700.0,933100,VIETJET
2024-07-02,101000.0,101200.0,99700.0,101000.0,101000.0,1083600,VIETJET
2024-07-03,101000.0,101200.0,100100.0,101200.0,101200.0,642100,VIETJET
2024-07-04,101000.0,101400.0,100400.0,101200.0,101200.0,817400,VIETJET
2024-07-05,101100.0,101800.0,100500.0,101600.0,101600.0,996600,VIETJET
2024-07-08,101600.0,102000.0,101000.0,101300.0,101300.0,950500,VIETJET
2024-07-09,101000.0,101500.0,100600.0,101400.0,101400.0,942900,VIETJET
2024-07-10,101300.0,101500.0,100700.0,101000.0,101000.0,842000,VIETJET
2024-07-11,101000.0,101200.0,100700.0,101000.0,101000.0,3645700,VIETJET
2024-07-12,101000.0,102100.0,100700.0,102000.0,102000.0,889800,VIETJET
2024-07-15,102400.0,104800.0,102400.0,104200.0,104200.0,1151000,VIETJET
2024-07-16,104400.0,105500.0,103800.0,105500.0,105500.0,812600,VIETJET
2024-07-17,105500.0,106000.0,103200.0,105500.0,105500.0,872700,VIETJET
2024-07-18,105500.0,105700.0,103200.0,105700.0,105700.0,1709400,VIETJET
2024-07-19,105900.0,106000.0,104500.0,105600.0,105600.0,840400,VIETJET
2024-07-22,104800.0,105500.0,104500.0,105300.0,105300.0,741200,VIETJET
2024-07-23,105500.0,106000.0,104600.0,106000.0,106000.0,789400,VIETJET
2024-07-24,105900.0,107900.0,105500.0,107900.0,107900.0,806200,VIETJET
